School ID,School Name,Network,Governance,School Type,Community Area,Total,PE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12
609807,HAMPTON,Network 10,District,Traditional,ASHBURN,474,0,30,40,48,44,41,47,51,55,50,68,0,0,0,0
609694,HANCOCK HS,Network 15,District,Traditional,CLEARING,"1,004",0,0,0,0,0,0,0,0,0,0,0,239,281,246,238
610068,HANSON PARK,Network 3,District,Traditional,BELMONT CRAGIN,"1,149",41,76,94,101,117,86,134,108,114,125,153,0,0,0,0
609710,HARLAN HS,Network 17,District,Traditional,ROSELAND,259,0,0,0,0,0,0,0,0,0,0,0,72,67,68,52
609969,HARTE,Network 9,District,Traditional,HYDE PARK,329,4,42,26,46,26,28,23,31,29,38,36,0,0,0,0
609971,HARVARD,Network 11,District,Traditional,GREATER GRAND CROSSING,349,0,27,31,36,41,28,42,45,28,31,40,0,0,0,0
609972,HAUGAN,ISP,District,Traditional,ALBANY PARK,878,29,76,94,84,91,93,92,99,78,68,74,0,0,0,0
609974,HAWTHORNE,Network 4,District,Traditional,LAKE VIEW,606,0,0,77,64,73,72,62,72,59,64,63,0,0,0,0
609975,HAY,Network 3,District,Traditional,AUSTIN,266,1,15,24,26,28,31,23,28,28,31,31,0,0,0,0
609976,HAYT,Network 2,District,Traditional,EDGEWATER,879,39,68,78,83,77,89,80,92,84,87,102,0,0,0,0
609979,HEALY,Network 6,District,Traditional,BRIDGEPORT,"1,218",0,0,114,110,135,120,143,138,139,162,157,0,0,0,0
609981,HEARST,Network 10,District,Traditional,GARFIELD RIDGE,308,21,34,17,34,17,27,28,26,40,24,40,0,0,0,0
609983,HEDGES,Network 8,District,Traditional,NEW CITY,456,22,35,39,40,46,39,39,52,53,40,51,0,0,0,0
609985,HEFFERAN,Network 5,District,Traditional,WEST GARFIELD PARK,237,0,24,22,18,25,28,22,22,26,23,27,0,0,0,0
609986,HENDERSON,Network 8,District,Traditional,WEST ENGLEWOOD,173,4,13,28,18,18,9,17,15,14,19,18,0,0,0,0
609987,HENDRICKS,Network 9,District,Traditional,FULLER PARK,176,0,20,10,27,22,21,22,15,19,12,8,0,0,0,0
609988,HENRY,Network 1,District,Traditional,IRVING PARK,449,0,34,43,36,54,41,49,38,55,46,53,0,0,0,0
610532,HERNANDEZ,ISP,District,Traditional,GAGE PARK,856,0,0,0,0,0,0,0,0,259,258,339,0,0,0,0
609991,HERZL,Network 7,District,Traditional,NORTH LAWNDALE,417,5,44,37,44,43,50,39,38,35,42,40,0,0,0,0
609994,HIBBARD,Network 1,District,Traditional,ALBANY PARK,903,33,93,93,117,125,111,110,110,111,0,0,0,0,0,0
610295,HIGGINS,Network 13,District,Traditional,WEST PULLMAN,262,9,19,28,24,35,32,26,25,21,23,20,0,0,0,0
609712,HIRSCH HS,Network 17,District,Traditional,GREATER GRAND CROSSING,100,0,0,0,0,0,0,0,0,0,0,0,27,38,18,17
609995,HITCH,Network 1,District,Traditional,NORWOOD PARK,494,0,19,52,40,42,50,49,58,76,55,53,0,0,0,0
609996,HOLDEN,ISP,District,Traditional,BRIDGEPORT,393,0,30,48,30,43,34,32,41,38,54,43,0,0,0,0
609997,HOLMES,Network 8,District,Traditional,ENGLEWOOD,118,0,9,14,13,10,15,10,9,13,15,10,0,0,0,0
610000,HOWE,Network 3,District,Traditional,AUSTIN,380,1,33,44,42,40,30,43,25,38,40,44,0,0,0,0
610002,HOYNE,Network 12,District,Traditional,CALUMET HEIGHTS,227,0,19,24,20,22,15,29,19,23,28,28,0,0,0,0
609741,HUBBARD HS,Network 16,District,Traditional,WEST LAWN,"1,726",0,0,0,0,0,0,0,0,0,0,0,420,494,445,367
610005,HUGHES C,Network 7,District,Traditional,NORTH LAWNDALE,186,11,12,17,20,14,19,17,15,17,18,26,0,0,0,0
610368,HUGHES L,Network 13,District,Traditional,ROSELAND,463,57,55,27,50,41,36,35,35,41,42,44,0,0,0,0
610006,HURLEY,Network 10,District,Traditional,WEST LAWN,711,23,29,71,65,73,68,79,69,75,64,95,0,0,0,0
609713,HYDE PARK HS,Network 17,District,Traditional,WOODLAWN,727,0,0,0,0,0,0,0,0,0,0,0,247,156,173,151
610384,INFINITY HS,ISP,District,Traditional,SOUTH LAWNDALE,406,0,0,0,0,0,0,0,0,0,0,0,103,112,101,90
610078,INTER-AMERICAN,Network 4,District,Traditional,LAKE VIEW,673,0,58,60,67,84,77,74,66,76,58,53,0,0,0,0
610121,IRVING,Network 6,District,Traditional,NEAR WEST SIDE,290,16,22,30,29,19,26,24,27,25,43,29,0,0,0,0
610369,JACKSON M,Network 11,District,Traditional,AUBURN GRESHAM,340,1,17,37,36,33,46,29,33,33,36,39,0,0,0,0
610010,JAHN,Network 4,District,Traditional,NORTH CENTER,295,25,55,33,33,26,20,25,13,17,22,26,0,0,0,0
610011,JAMIESON,Network 2,District,Traditional,WEST RIDGE,786,2,21,79,78,83,90,98,84,79,80,92,0,0,0,0
609783,JEFFERSON HS,Network 16,District,Options,NEAR WEST SIDE,152,0,0,0,0,0,0,0,0,1,2,2,57,40,30,20
610271,JENSEN,Network 5,District,Traditional,EAST GARFIELD PARK,250,0,14,24,17,23,32,20,23,36,31,30,0,0,0,0
610274,JOHNSON,Network 5,District,Traditional,NORTH LAWNDALE,220,0,13,17,19,21,27,23,27,19,28,26,0,0,0,0
609678,JONES HS,ISP,District,Traditional,LOOP,"1,936",0,0,0,0,0,0,0,0,0,0,0,461,487,490,498
609805,JOPLIN,Network 11,District,Traditional,AUBURN GRESHAM,330,0,30,43,32,39,34,33,23,30,31,35,0,0,0,0
609865,JORDAN,Network 2,District,Traditional,ROGERS PARK,499,28,34,50,52,54,51,59,51,31,38,51,0,0,0,0
609764,JUAREZ HS,Network 15,District,Traditional,LOWER WEST SIDE,"1,598",0,0,0,0,0,0,0,0,0,0,0,358,478,353,409
609762,JULIAN HS,Network 16,District,Traditional,WASHINGTON HEIGHTS,422,0,0,0,0,0,0,0,0,0,0,0,136,111,100,75
610015,JUNGMAN,ISP,District,Traditional,LOWER WEST SIDE,287,30,19,23,31,29,23,14,35,30,23,30,0,0,0,0
609920,KANOON,Network 7,District,Traditional,SOUTH LAWNDALE,408,0,27,27,34,33,47,38,39,43,52,68,0,0,0,0
610084,KELLER,Network 10,District,Traditional,MOUNT GREENWOOD,214,0,0,0,22,28,28,30,30,30,20,26,0,0,0,0
609925,KELLMAN,Network 5,District,Traditional,EAST GARFIELD PARK,208,3,22,15,21,21,22,19,20,20,21,24,0,0,0,0
610016,KELLOGG,Network 10,District,Traditional,BEVERLY,282,0,0,27,35,27,31,37,32,30,28,35,0,0,0,0
609715,KELLY HS,Network 16,District,Traditional,BRIGHTON PARK,"1,746",0,0,0,0,0,0,0,0,0,0,0,532,491,426,297
609716,KELVYN PARK HS,Network 14,District,Traditional,HERMOSA,479,0,0,0,0,0,0,0,0,0,33,66,108,109,77,86
609718,KENNEDY HS,Network 16,District,Traditional,GARFIELD RIDGE,"1,642",0,0,0,0,0,0,0,0,0,0,0,510,434,340,358
609746,KENWOOD HS,Network 17,District,Traditional,KENWOOD,"2,324",0,0,0,0,0,0,0,0,0,141,146,444,535,537,521
610019,KERSHAW,Network 11,District,Traditional,ENGLEWOOD,213,1,12,19,18,24,28,19,28,19,23,22,0,0,0,0
610022,KILMER,Network 2,District,Traditional,ROGERS PARK,743,21,39,63,79,75,79,58,93,81,75,80,0,0,0,0
610299,KING ES,Network 11,District,Traditional,ENGLEWOOD,235,0,12,18,26,26,32,32,22,24,25,18,0,0,0,0
609751,KING HS,Network 17,District,Traditional,KENWOOD,589,0,0,0,0,0,0,0,0,0,0,0,130,246,105,108
610026,KINZIE,ISP,District,Traditional,GARFIELD RIDGE,665,14,28,65,58,63,68,74,74,64,77,80,0,0,0,0
610027,KIPLING,ISP,District,Traditional,WASHINGTON HEIGHTS,229,0,19,25,22,26,21,17,27,24,17,31,0,0,0,0
610030,KOZMINSKI,Network 9,District,Traditional,HYDE PARK,255,19,19,24,24,25,26,15,27,27,27,22,0,0,0,0
609719,LAKE VIEW HS,Network 14,District,Traditional,LAKE VIEW,"1,360",0,0,0,0,0,0,0,0,0,0,0,345,423,351,241
609720,LANE TECH HS,Network 14,District,Traditional,NORTH CENTER,"4,488",0,0,0,0,0,0,0,0,0,154,126,"1,149","1,119",870,"1,070"
609869,LANGFORD,Network 11,District,Traditional,WEST ENGLEWOOD,181,0,8,21,22,16,21,9,20,22,22,20,0,0,0,0
609993,LARA,ISP,District,Traditional,NEW CITY,312,1,21,30,29,36,39,26,30,30,34,36,0,0,0,0
610033,LASALLE,Network 4,District,Traditional,LINCOLN PARK,489,0,0,56,51,56,54,59,62,60,49,42,0,0,0,0
610520,LASALLE II,ISP,District,Traditional,WEST TOWN,580,38,40,53,55,55,56,56,61,58,53,55,0,0,0,0
610208,LAVIZZO,Network 13,District,Traditional,ROSELAND,341,3,30,33,37,33,36,31,35,35,34,34,0,0,0,0
610034,LAWNDALE,Network 5,District,Traditional,NORTH LAWNDALE,217,5,17,28,15,22,28,16,20,21,21,24,0,0,0,0
610291,LEE,ISP,District,Traditional,WEST LAWN,629,0,0,56,64,74,68,71,66,82,72,76,0,0,0,0
610305,LELAND,Network 3,District,Traditional,AUSTIN,374,8,37,42,38,37,35,32,34,34,38,39,0,0,0,0
610298,LENART,ISP,District,Traditional,CHATHAM,290,2,38,28,29,29,28,32,31,31,26,16,0,0,0,0
610036,LEWIS,Network 3,District,Traditional,AUSTIN,360,0,21,29,32,28,45,26,53,43,45,38,0,0,0,0
610037,LIBBY,Network 8,District,Traditional,NEW CITY,255,0,12,23,21,23,29,20,33,38,28,28,0,0,0,0
610038,LINCOLN,Network 4,District,Traditional,LINCOLN PARK,802,0,0,83,89,74,93,89,98,96,88,92,0,0,0,0
610595,LINCOLN PARK ELC,Network 4,District,Early Childhood,LINCOLN PARK,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
609738,LINCOLN PARK HS,Network 14,District,Traditional,LINCOLN PARK,"2,069",0,0,0,0,0,0,0,0,0,0,0,567,568,454,480
610391,LINDBLOM HS,Network 16,District,Traditional,WEST ENGLEWOOD,"1,401",0,0,0,0,0,0,0,0,0,123,151,250,257,321,299
609834,LITTLE VILLAGE,ISP,District,Traditional,SOUTH LAWNDALE,602,1,25,54,48,48,67,68,63,67,73,88,0,0,0,0
610040,LLOYD,Network 3,District,Traditional,BELMONT CRAGIN,827,57,81,101,116,97,121,125,129,0,0,0,0,0,0,0
610041,LOCKE J,Network 3,District,Traditional,MONTCLARE,"1,141",48,59,94,117,110,107,104,116,125,130,131,0,0,0,0
610541,LORCA,Network 4,District,Traditional,AVONDALE,625,0,32,69,62,49,71,61,62,74,66,79,0,0,0,0
610043,LOVETT,Network 3,District,Traditional,AUSTIN,298,3,22,26,27,30,30,26,28,42,30,34,0,0,0,0
610044,LOWELL,Network 5,District,Traditional,HUMBOLDT PARK,312,16,29,21,32,30,36,24,31,27,31,35,0,0,0,0
610029,LOZANO,Network 6,District,Traditional,WEST TOWN,158,10,22,14,12,13,13,16,8,22,10,18,0,0,0,0
610046,LYON,Network 3,District,Traditional,BELMONT CRAGIN,"1,043",0,37,78,88,114,111,108,111,130,124,142,0,0,0,0
610215,MADERO,Network 7,District,Traditional,SOUTH LAWNDALE,252,0,0,0,0,0,0,0,0,88,81,83,0,0,0,0
610047,MADISON,Network 12,District,Traditional,SOUTH SHORE,172,0,16,20,12,19,18,14,21,29,15,8,0,0,0,0
610048,MANIERRE,Network 4,District,Traditional,NEAR NORTH SIDE,252,0,19,30,32,33,29,30,15,26,20,18,0,0,0,0
609722,MANLEY HS,Network 15,District,Traditional,EAST GARFIELD PARK,70,0,0,0,0,0,0,0,0,0,0,0,21,13,20,16
610052,MANN,Network 12,District,Traditional,SOUTH CHICAGO,318,0,23,36,29,29,27,30,36,44,27,37,0,0,0,0
609780,MARINE LEADERSHIP AT AMES HS,Network 14,District,Traditional,LOGAN SQUARE,698,0,0,0,0,0,0,0,0,0,62,86,129,158,143,120
610053,MARQUETTE,Network 10,District,Traditional,CHICAGO LAWN,"1,004",32,58,99,96,113,95,89,94,112,103,113,0,0,0,0
610054,MARSH,ISP,District,Traditional,SOUTH DEERING,643,23,37,64,60,70,76,54,60,53,60,86,0,0,0,0
609723,MARSHALL HS,Network 15,District,Traditional,EAST GARFIELD PARK,186,0,0,0,0,0,0,0,0,0,0,0,42,56,43,45
610056,MASON,Network 7,District,Traditional,NORTH LAWNDALE,216,12,17,14,26,13,19,23,19,24,24,25,0,0,0,0
609724,MATHER HS,Network 14,District,Traditional,WEST RIDGE,"1,640",0,0,0,0,0,0,0,0,0,0,0,420,451,392,377
610059,MAYER,Network 4,District,Traditional,LINCOLN PARK,673,0,74,77,82,70,80,64,58,50,62,56,0,0,0,0
610290,MAYS,Network 11,District,Traditional,ENGLEWOOD,236,2,11,23,23,34,29,21,21,26,20,26,0,0,0,0
609968,MCAULIFFE,Network 4,District,Traditional,HERMOSA,571,22,41,54,45,60,46,63,56,65,64,55,0,0,0,0
610062,MCCLELLAN,Network 6,District,Traditional,BRIDGEPORT,296,0,20,25,28,25,37,31,31,43,32,24,0,0,0,0
610063,MCCORMICK,Network 7,District,Traditional,SOUTH LAWNDALE,443,26,42,56,62,69,63,50,75,0,0,0,0,0,0,0
610269,MCCUTCHEON,Network 2,District,Traditional,UPTOWN,305,34,26,22,29,31,27,26,21,31,34,24,0,0,0,0
610066,MCDADE,Network 12,District,Traditional,CHATHAM,210,0,0,21,28,28,27,29,30,26,14,7,0,0,0,0
610312,MCDOWELL,ISP,District,Traditional,CALUMET HEIGHTS,116,0,16,11,16,18,27,15,13,0,0,0,0,0,0,0
610067,MCKAY,Network 10,District,Traditional,CHICAGO LAWN,624,23,54,57,46,79,70,44,57,67,63,64,0,0,0,0
610282,MCNAIR,Network 3,District,Traditional,AUSTIN,345,4,21,23,37,30,37,26,41,30,50,46,0,0,0,0
610070,MCPHERSON,Network 2,District,Traditional,LINCOLN SQUARE,664,37,76,77,59,82,43,49,51,60,64,66,0,0,0,0
610293,MELODY,Network 5,District,Traditional,WEST GARFIELD PARK,273,1,23,28,28,22,36,30,27,32,26,20,0,0,0,0
609902,METCALFE,Network 13,District,Traditional,WEST PULLMAN,341,0,34,31,30,39,31,42,25,34,37,38,0,0,0,0
610171,MIRELES,Network 12,District,Traditional,SOUTH CHICAGO,469,1,32,50,47,56,47,48,54,48,39,47,0,0,0,0
610073,MITCHELL,ISP,District,Traditional,WEST TOWN,381,0,20,43,47,49,41,28,27,48,29,49,0,0,0,0
610276,MOLLISON,Network 9,District,Traditional,GRAND BOULEVARD,267,3,16,19,25,28,31,17,27,29,39,33,0,0,0,0
610074,MONROE,Network 4,District,Traditional,LOGAN SQUARE,654,34,43,64,53,72,55,76,44,57,73,83,0,0,0,0
610076,MOOS,Network 5,District,Traditional,WEST TOWN,433,0,49,44,47,43,48,38,32,45,47,40,0,0,0,0
609725,MORGAN PARK HS,Network 16,District,Traditional,MORGAN PARK,"1,108",0,0,0,0,0,0,0,0,0,8,16,272,350,260,202
610077,MORRILL,Network 10,District,Traditional,CHICAGO LAWN,515,3,27,43,50,49,62,52,50,57,64,58,0,0,0,0
610257,MORTON,Network 5,District,Traditional,HUMBOLDT PARK,181,0,16,20,18,21,13,15,19,23,21,15,0,0,0,0
610082,MOUNT GREENWOOD,ISP,District,Traditional,MOUNT GREENWOOD,"1,154",0,38,108,119,127,125,108,130,135,116,148,0,0,0,0
610086,MOUNT VERNON,Network 13,District,Traditional,WASHINGTON HEIGHTS,232,0,18,19,35,15,25,22,26,31,23,18,0,0,0,0
610088,MOZART,Network 4,District,Traditional,LOGAN SQUARE,481,0,39,46,54,44,42,52,37,49,59,59,0,0,0,0
610385,MULTICULTURAL ARTS HIGH SCHOOL,Network 15,District,Traditional,SOUTH LAWNDALE,252,0,0,0,0,0,0,0,0,0,0,0,58,80,49,65
610089,MURPHY,Network 1,District,Traditional,IRVING PARK,495,31,36,59,43,55,48,39,47,51,35,51,0,0,0,0
610090,MURRAY,Network 9,District,Traditional,HYDE PARK,450,0,0,52,55,48,53,54,48,52,45,43,0,0,0,0
610092,NASH,Network 3,District,Traditional,AUSTIN,230,4,22,36,32,25,22,22,18,17,18,14,0,0,0,0
610231,NATIONAL TEACHERS,AUSL,District,Traditional,NEAR SOUTH SIDE,754,0,47,87,72,70,77,80,91,84,71,75,0,0,0,0
610093,NEIL,Network 12,District,Traditional,CHATHAM,253,0,14,31,19,24,27,31,25,29,28,25,0,0,0,0
610094,NETTELHORST,Network 4,District,Traditional,LAKE VIEW,616,1,57,79,67,68,55,58,51,65,53,62,0,0,0,0
610284,NEW FIELD,Network 2,District,Traditional,ROGERS PARK,515,5,80,91,102,94,80,63,0,0,0,0,0,0,0,0
610193,NEW SULLIVAN,Network 12,District,Traditional,SOUTH CHICAGO,390,28,25,35,37,33,48,29,40,30,43,42,0,0,0,0
610095,NEWBERRY,Network 4,District,Traditional,LINCOLN PARK,366,2,16,34,43,43,36,35,34,44,38,41,0,0,0,0
609793,NICHOLSON,Network 11,District,Traditional,ENGLEWOOD,438,6,30,42,40,47,40,52,51,40,47,43,0,0,0,0
610096,NIGHTINGALE,Network 8,District,Traditional,GAGE PARK,971,27,66,68,93,84,84,103,101,99,114,132,0,0,0,0
609961,NINOS HEROES,Network 12,District,Traditional,SOUTH CHICAGO,300,2,25,32,30,29,29,29,28,31,32,33,0,0,0,0
610097,NIXON,Network 4,District,Traditional,HERMOSA,588,0,38,85,77,78,73,75,79,83,0,0,0,0,0,0
610098,NOBEL,ISP,District,Traditional,HUMBOLDT PARK,571,0,44,47,51,56,53,58,58,65,75,64,0,0,0,0
610354,NORTH RIVER,Network 1,District,Traditional,ALBANY PARK,212,14,20,20,15,20,14,23,21,22,18,25,0,0,0,0
609691,NORTH-GRAND HS,Network 15,District,Traditional,HUMBOLDT PARK,"1,059",0,0,0,0,0,0,0,0,0,0,0,240,322,256,241
609744,NORTHSIDE LEARNING HS,Network 14,District,Specialty,NORTH PARK,271,0,0,0,0,0,0,0,0,0,0,0,33,36,37,165
609749,NORTHSIDE PREP HS,Network 14,District,Traditional,NORTH PARK,"1,042",0,0,0,0,0,0,0,0,0,0,0,278,243,253,268
610051,NORTHWEST,Network 3,District,Traditional,BELMONT CRAGIN,479,0,0,0,0,0,0,0,0,153,160,166,0,0,0,0
610599,Northwest ECC,Network 1,District,Early Childhood,PORTAGE PARK,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
610099,NORWOOD PARK,Network 1,District,Traditional,NORWOOD PARK,339,0,20,21,31,27,34,43,32,45,39,47,0,0,0,0
610101,OGDEN ES,Network 15,District,Traditional,NEAR NORTH SIDE,866,3,43,108,100,98,94,91,86,69,86,88,0,0,0,0
610529,OGDEN HS,Network 15,District,Traditional,WEST TOWN,494,0,0,0,0,0,0,0,0,0,0,0,110,114,136,134
610102,OGLESBY,Network 11,District,Traditional,AUBURN GRESHAM,268,0,16,28,26,27,32,25,25,41,17,31,0,0,0,0
610103,OKEEFFE,Network 12,District,Traditional,SOUTH SHORE,485,0,27,52,47,48,55,58,45,55,55,43,0,0,0,0
610104,ONAHAN,Network 1,District,Traditional,NORWOOD PARK,656,0,19,66,79,76,66,64,73,70,75,68,0,0,0,0
610105,ORIOLE PARK,Network 1,District,Traditional,NORWOOD PARK,597,0,40,59,53,38,65,68,56,79,63,76,0,0,0,0
610329,OROZCO,Network 7,District,Traditional,LOWER WEST SIDE,281,23,13,29,22,27,23,25,31,30,29,29,0,0,0,0
610389,ORR HS,Network 15,District,Traditional,HUMBOLDT PARK,228,0,0,0,0,0,0,0,0,0,0,0,63,70,43,52
609950,ORTIZ DE DOMINGUEZ,Network 7,District,Traditional,SOUTH LAWNDALE,392,39,71,83,98,101,0,0,0,0,0,0,0,0,0,0
610107,OTIS,Network 6,District,Traditional,WEST TOWN,318,28,26,24,37,21,35,25,28,28,41,25,0,0,0,0
610108,OTOOLE,Network 11,District,Traditional,WEST ENGLEWOOD,323,3,21,32,26,33,32,26,42,34,36,38,0,0,0,0
610109,OWEN,Network 10,District,Traditional,ASHBURN,274,2,18,25,27,29,31,30,29,31,27,25,0,0,0,0
609943,OWENS,Network 13,District,Traditional,WEST PULLMAN,340,0,25,35,43,34,40,26,36,34,31,36,0,0,0,0
610111,PALMER,ISP,District,Traditional,ALBANY PARK,731,0,59,76,78,68,78,83,64,69,75,81,0,0,0,0
610115,PARK MANOR,Network 12,District,Traditional,GREATER GRAND CROSSING,263,6,14,28,34,21,27,25,29,28,21,30,0,0,0,0
610112,PARKER,Network 11,District,Traditional,ENGLEWOOD,348,8,31,35,32,35,39,35,37,38,29,29,0,0,0,0
610116,PARKSIDE,Network 12,District,Traditional,SOUTH SHORE,234,3,16,29,26,27,24,23,23,21,20,22,0,0,0,0
610117,PASTEUR,Network 8,District,Traditional,WEST ELSDON,580,8,85,108,108,103,76,92,0,0,0,0,0,0,0,0
609680,PAYTON HS,Network 15,District,Traditional,NEAR NORTH SIDE,"1,230",0,0,0,0,0,0,0,0,0,0,0,336,319,293,282
610386,PEACE AND EDUCATION HS,ISP,District,Options,NEW CITY,131,0,0,0,0,0,0,0,0,0,0,0,0,47,36,48
610120,PECK,ISP,District,Traditional,WEST ELSDON,799,77,124,102,118,138,124,116,0,0,0,0,0,0,0,0
610122,PEIRCE,ISP,District,Traditional,EDGEWATER,"1,062",29,103,104,109,107,109,91,102,102,106,100,0,0,0,0
610123,PENN,Network 7,District,Traditional,NORTH LAWNDALE,223,14,30,17,15,20,18,16,22,26,24,21,0,0,0,0
609872,PEREZ,Network 7,District,Traditional,LOWER WEST SIDE,258,2,16,24,23,28,27,35,22,23,25,33,0,0,0,0
610126,PERSHING,Network 9,District,Traditional,DOUGLAS,438,23,34,37,29,37,36,44,41,50,57,50,0,0,0,0
610127,PETERSON,Network 1,District,Traditional,NORTH PARK,840,14,19,82,74,92,98,97,91,86,83,104,0,0,0,0
609727,PHILLIPS HS,Network 17,District,Traditional,DOUGLAS,457,0,0,0,0,0,0,0,0,0,0,0,114,117,118,108
610304,PHOENIX MILITARY HS,ISP,District,Traditional,NEAR WEST SIDE,462,0,0,0,0,0,0,0,0,0,0,0,89,123,118,132
610106,PICCOLO,Network 5,District,Traditional,HUMBOLDT PARK,568,23,48,53,50,43,63,46,59,65,55,63,0,0,0,0
610129,PICKARD,Network 7,District,Traditional,LOWER WEST SIDE,288,0,12,23,24,25,30,34,25,37,36,42,0,0,0,0
610013,PILSEN,Network 7,District,Traditional,LOWER WEST SIDE,216,0,13,16,21,17,22,22,23,29,26,27,0,0,0,0
610130,PIRIE,Network 12,District,Traditional,CHATHAM,202,1,17,35,32,24,24,24,21,24,0,0,0,0,0,0
610131,PLAMONDON,ISP,District,Traditional,NORTH LAWNDALE,103,0,0,9,10,12,9,14,9,16,12,12,0,0,0,0
610132,POE,Network 13,District,Traditional,PULLMAN,228,0,0,27,30,30,30,31,31,31,10,8,0,0,0,0
610135,PORTAGE PARK,Network 1,District,Traditional,PORTAGE PARK,823,26,28,81,103,88,93,79,89,92,75,69,0,0,0,0
610281,POWELL,Network 12,District,Traditional,SOUTH SHORE,534,2,28,58,34,81,50,56,61,59,50,55,0,0,0,0
610136,PRESCOTT,Network 4,District,Traditional,LINCOLN PARK,396,0,0,56,50,41,39,43,44,37,44,42,0,0,0,0
610533,PRIETO,Network 3,District,Traditional,BELMONT CRAGIN,739,0,38,52,64,64,81,88,74,81,98,99,0,0,0,0
610229,PRITZKER,Network 6,District,Traditional,WEST TOWN,647,0,20,57,68,67,83,66,76,69,66,75,0,0,0,0
609679,PROSSER HS,Network 15,District,Traditional,BELMONT CRAGIN,"1,166",0,0,0,0,0,0,0,0,0,0,0,339,289,290,248
610137,PRUSSING,Network 1,District,Traditional,PORTAGE PARK,614,0,0,65,78,57,71,69,76,65,60,73,0,0,0,0
610138,PULASKI,Network 6,District,Traditional,LOGAN SQUARE,817,1,39,82,83,96,88,88,93,89,87,71,0,0,0,0
610139,PULLMAN,Network 13,District,Traditional,PULLMAN,301,2,17,22,27,38,34,28,40,36,26,31,0,0,0,0
610334,RABY HS,Network 15,District,Traditional,EAST GARFIELD PARK,176,0,0,0,0,0,0,0,0,0,0,0,50,40,34,52
609941,RANDOLPH,Network 11,District,Traditional,WEST ENGLEWOOD,339,14,24,26,38,28,36,25,32,42,42,32,0,0,0,0
610141,RAVENSWOOD,Network 2,District,Traditional,LAKE VIEW,532,0,42,50,43,58,52,65,59,61,41,61,0,0,0,0
610142,RAY,Network 9,District,Traditional,HYDE PARK,496,2,56,31,29,41,53,54,57,69,56,48,0,0,0,0
610143,REAVIS,Network 9,District,Traditional,KENWOOD,291,26,45,28,31,22,23,22,23,28,20,23,0,0,0,0
610144,REILLY,Network 4,District,Traditional,AVONDALE,559,0,37,32,53,56,53,61,63,70,52,82,0,0,0,0
610145,REINBERG,Network 1,District,Traditional,PORTAGE PARK,718,65,71,70,53,65,75,57,62,70,57,73,0,0,0,0
610146,REVERE,Network 12,District,Traditional,GREATER GRAND CROSSING,214,1,8,26,18,27,19,20,24,29,20,22,0,0,0,0
609682,RICHARDS HS,Network 16,District,Traditional,NEW CITY,279,0,0,0,0,0,0,0,0,0,0,0,77,83,65,54
610588,RICHARDSON,Network 10,District,Traditional,WEST LAWN,924,0,0,0,0,0,0,0,217,222,204,281,0,0,0,0
610390,RICKOVER MILITARY HS,ISP,District,Traditional,PORTAGE PARK,459,0,0,0,0,0,0,0,0,0,0,0,128,105,131,95
610256,ROBINSON,Network 9,District,Traditional,OAKLAND,112,2,23,21,14,29,23,0,0,0,0,0,0,0,0,0
610147,ROGERS,ISP,District,Traditional,WEST RIDGE,690,33,56,63,57,72,70,57,75,64,70,73,0,0,0,0
609728,ROOSEVELT HS,Network 14,District,Traditional,ALBANY PARK,"1,068",0,0,0,0,0,0,0,0,0,0,0,266,288,269,245
610308,RUDOLPH,Network 6,District,Specialty,NEAR WEST SIDE,101,8,18,10,8,10,5,10,6,7,12,7,0,0,0,0
610152,RUGGLES,Network 12,District,Traditional,GREATER GRAND CROSSING,319,0,22,31,29,32,39,42,32,34,31,27,0,0,0,0
610125,RUIZ,Network 7,District,Traditional,LOWER WEST SIDE,434,16,20,31,45,38,39,45,44,52,45,59,0,0,0,0
610153,RYDER,Network 11,District,Traditional,AUBURN GRESHAM,350,12,30,46,38,37,30,37,31,29,29,31,0,0,0,0
610342,SABIN,Network 6,District,Traditional,WEST TOWN,320,2,27,40,30,30,30,15,31,41,36,38,0,0,0,0
610586,SADLOWSKI,Network 13,District,Traditional,EAST SIDE,622,29,33,64,69,65,66,60,54,75,53,54,0,0,0,0
610250,SALAZAR,ISP,District,Traditional,NEAR NORTH SIDE,272,6,14,24,34,22,31,28,29,33,20,31,0,0,0,0
610226,SANDOVAL,ISP,District,Traditional,GAGE PARK,744,0,49,100,122,135,121,92,125,0,0,0,0,0,0,0
610017,SAUCEDO,Network 7,District,Traditional,SOUTH LAWNDALE,874,38,59,71,98,76,85,86,92,99,85,85,0,0,0,0
610155,SAUGANASH,Network 1,District,Traditional,FOREST GLEN,601,0,0,74,71,71,83,65,75,58,55,49,0,0,0,0
610157,SAWYER,Network 8,District,Traditional,GAGE PARK,"1,016",0,35,86,93,93,104,102,104,117,123,159,0,0,0,0
610158,SAYRE,Network 3,District,Traditional,AUSTIN,430,1,43,48,32,54,49,39,49,45,41,29,0,0,0,0
610159,SCAMMON,Network 1,District,Traditional,IRVING PARK,637,0,47,61,70,51,66,58,75,64,74,71,0,0,0,0
610178,SCHMID,Network 12,District,Traditional,PULLMAN,172,23,19,15,16,8,14,20,10,22,12,13,0,0,0,0
